# truecount	recall	nodecounts	precision	adjaccuracy	truenodecounts	f1score	accuracy
1.000000000000000000e+01 1.000000000000000000e+00 9.300000000000000000e+01 1.818181818181818232e-01 1.818181818181818232e-01 3.500000000000000000e+01 3.076923076923077094e-01 1.818181818181818232e-01
8.000000000000000000e+00 8.750000000000000000e-01 9.300000000000000000e+01 8.750000000000000000e-01 7.777777777777777901e-01 2.700000000000000000e+01 8.750000000000000000e-01 7.777777777777777901e-01
1.200000000000000000e+01 9.166666666666666297e-01 9.300000000000000000e+01 1.896551724137930939e-01 1.864406779661016977e-01 2.400000000000000000e+01 3.142857142857142794e-01 1.864406779661016977e-01
1.200000000000000000e+01 9.166666666666666297e-01 9.300000000000000000e+01 1.527777777777777901e-01 1.506849315068493067e-01 2.500000000000000000e+01 2.619047619047619180e-01 1.506849315068493067e-01
1.200000000000000000e+01 8.333333333333333703e-01 9.300000000000000000e+01 7.874015748031495954e-02 7.751937984496123923e-02 4.700000000000000000e+01 1.438848920863309289e-01 7.751937984496123923e-02
2.000000000000000000e+01 9.499999999999999556e-01 9.300000000000000000e+01 6.909090909090909172e-02 6.884057971014492794e-02 4.700000000000000000e+01 1.288135593220338937e-01 6.884057971014492794e-02
1.600000000000000000e+01 8.125000000000000000e-01 9.300000000000000000e+01 5.508474576271186335e-02 5.439330543933054707e-02 5.900000000000000000e+01 1.031746031746031689e-01 5.439330543933054707e-02
3.900000000000000000e+01 9.230769230769231282e-01 9.300000000000000000e+01 5.317577548005908428e-02 5.294117647058823456e-02 9.500000000000000000e+01 1.005586592178770999e-01 5.294117647058823456e-02
3.100000000000000000e+01 9.032258064516128782e-01 9.300000000000000000e+01 3.949224259520451447e-02 3.932584269662921239e-02 1.220000000000000000e+02 7.567567567567567988e-02 3.932584269662921239e-02
2.400000000000000000e+01 7.916666666666666297e-01 9.300000000000000000e+01 1.210191082802547780e-01 1.172839506172839441e-01 1.040000000000000000e+02 2.099447513812154609e-01 1.172839506172839441e-01
2.600000000000000000e+01 8.461538461538461453e-01 9.300000000000000000e+01 1.089108910891089105e-01 1.067961165048543631e-01 1.000000000000000000e+02 1.929824561403508665e-01 1.067961165048543631e-01
2.500000000000000000e+01 7.199999999999999734e-01 9.300000000000000000e+01 1.000000000000000000e+00 7.199999999999999734e-01 3.900000000000000000e+01 8.372093023255814392e-01 7.199999999999999734e-01
3.000000000000000000e+01 8.333333333333333703e-01 9.300000000000000000e+01 3.012048192771084598e-01 2.840909090909091161e-01 9.000000000000000000e+01 4.424778761061947119e-01 2.840909090909091161e-01
1.900000000000000000e+01 7.368421052631578538e-01 9.300000000000000000e+01 2.916666666666666852e-01 2.641509433962264120e-01 5.200000000000000000e+01 4.179104477611940149e-01 2.641509433962264120e-01
2.800000000000000000e+01 8.214285714285713969e-01 9.300000000000000000e+01 6.406685236768802638e-02 6.318681318681318437e-02 6.100000000000000000e+01 1.188630490956072289e-01 6.318681318681318437e-02
3.300000000000000000e+01 5.454545454545454142e-01 9.300000000000000000e+01 9.473684210526315264e-01 5.294117647058823595e-01 1.490000000000000000e+02 6.923076923076922906e-01 5.294117647058823595e-01
3.800000000000000000e+01 8.421052631578946901e-01 9.300000000000000000e+01 2.911737943585077440e-02 2.895927601809954871e-02 1.450000000000000000e+02 5.628847845206684519e-02 2.895927601809954871e-02
2.000000000000000000e+01 9.000000000000000222e-01 9.300000000000000000e+01 6.976744186046511531e-02 6.923076923076923461e-02 7.800000000000000000e+01 1.294964028776978415e-01 6.923076923076923461e-02
